entity,account,metric,scope,measure_type,site,period_id,period_number,period_end,numeric_value,raw_value,value_unit,sheet
acc_hr,Hours,AC Indirect - PA/HR/Recruit,period,budget,,202501,1,2025-04-26,427.0,427,hours,P1_ACC:HR
acc_hr,Hours,AC Indirect - PA/HR/Recruit,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,388.0,388,hours,P1_ACC:HR
acc_hr,Hours,AC Indirect - PA/HR/Recruit,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,374.0,374,hours,P1_ACC:HR
acc_hr,Hours,Total,period,actual,,202501,1,2025-04-26,1424.0,"1,424",hours,P1_ACC:HR
acc_hr,Hours,Total,period,budget,,202501,1,2025-04-26,1351.0,"1,351",hours,P1_ACC:HR
acc_hr,Hours,Total,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,1424.0,"1,424",hours,P1_ACC:HR
acc_hr,Hours,Total,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1521.0,"1,521",hours,P1_ACC:HR
acc_hr,Indirect Costs,AC Wages,period,actual,,202501,1,2025-04-26,29275.0,"£29,275",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC Wages,period,budget,,202501,1,2025-04-26,29484.0,"£29,484",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC Wages,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,29275.0,"£29,275",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC Wages,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,31519.0,"£31,519",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC O/T,period,actual,,202501,1,2025-04-26,214.0,£214,currency,P1_ACC:HR
acc_hr,Indirect Costs,AC O/T,period,budget,,202501,1,2025-04-26,50.0,£50,currency,P1_ACC:HR
acc_hr,Indirect Costs,AC O/T,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,214.0,£214,currency,P1_ACC:HR
acc_hr,Indirect Costs,AC O/T,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,278.0,£278,currency,P1_ACC:HR
acc_hr,Indirect Costs,AC ER's NI + Pen,period,actual,,202501,1,2025-04-26,4927.0,"£4,927",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC ER's NI + Pen,period,budget,,202501,1,2025-04-26,4254.0,"£4,254",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC ER's NI + Pen,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,4927.0,"£4,927",currency,P1_ACC:HR
acc_hr,Indirect Costs,AC ER's NI + Pen,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,3735.0,"£3,735",currency,P1_ACC:HR
acc_hr,Indirect Costs,Staff Recruitment/Training,period,actual,,202501,1,2025-04-26,2863.0,"£2,863",currency,P1_ACC:HR
acc_hr,Indirect Costs,Staff Recruitment/Training,period,budget,,202501,1,2025-04-26,1281.0,"£1,281",currency,P1_ACC:HR
acc_hr,Indirect Costs,Staff Recruitment/Training,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,2863.0,"£2,863",currency,P1_ACC:HR
acc_hr,Indirect Costs,Staff Recruitment/Training,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1631.0,"£1,631",currency,P1_ACC:HR
acc_hr,Indirect Costs,"Postage, Printing & Stationary",period,actual,,202501,1,2025-04-26,303.0,£303,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Postage, Printing & Stationary",period,budget,,202501,1,2025-04-26,130.0,£130,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Postage, Printing & Stationary",cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,303.0,£303,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Postage, Printing & Stationary",cur_vs_last_ytd,last_year,,202501,1,2025-04-26,127.0,£127,currency,P1_ACC:HR
acc_hr,Indirect Costs,Motor & Travel,period,actual,,202501,1,2025-04-26,3424.0,"£3,424",currency,P1_ACC:HR
acc_hr,Indirect Costs,Motor & Travel,period,budget,,202501,1,2025-04-26,1419.0,"£1,419",currency,P1_ACC:HR
acc_hr,Indirect Costs,Motor & Travel,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,3424.0,"£3,424",currency,P1_ACC:HR
acc_hr,Indirect Costs,Motor & Travel,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1385.0,"£1,385",currency,P1_ACC:HR
acc_hr,Indirect Costs,Canteen & Entertaining,period,actual,,202501,1,2025-04-26,4003.0,"£4,003",currency,P1_ACC:HR
acc_hr,Indirect Costs,Canteen & Entertaining,period,budget,,202501,1,2025-04-26,3124.0,"£3,124",currency,P1_ACC:HR
acc_hr,Indirect Costs,Canteen & Entertaining,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,4003.0,"£4,003",currency,P1_ACC:HR
acc_hr,Indirect Costs,Canteen & Entertaining,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,3048.0,"£3,048",currency,P1_ACC:HR
acc_hr,Indirect Costs,Adverting,period,actual,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Adverting,period,budget,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Adverting,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Adverting,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Subs, Donations & Sundries",period,actual,,202501,1,2025-04-26,498.0,£498,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Subs, Donations & Sundries",period,budget,,202501,1,2025-04-26,857.0,£857,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Subs, Donations & Sundries",cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,498.0,£498,currency,P1_ACC:HR
acc_hr,Indirect Costs,"Subs, Donations & Sundries",cur_vs_last_ytd,last_year,,202501,1,2025-04-26,836.0,£836,currency,P1_ACC:HR
acc_hr,Indirect Costs,Audit Fees,period,actual,,202501,1,2025-04-26,1127.0,"£1,127",currency,P1_ACC:HR
acc_hr,Indirect Costs,Audit Fees,period,budget,,202501,1,2025-04-26,1183.0,"£1,183",currency,P1_ACC:HR
acc_hr,Indirect Costs,Audit Fees,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,1127.0,"£1,127",currency,P1_ACC:HR
acc_hr,Indirect Costs,Audit Fees,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1127.0,"£1,127",currency,P1_ACC:HR
acc_hr,Indirect Costs,Legal & Professional,period,actual,,202501,1,2025-04-26,2131.0,"£2,131",currency,P1_ACC:HR
acc_hr,Indirect Costs,Legal & Professional,period,budget,,202501,1,2025-04-26,3342.0,"£3,342",currency,P1_ACC:HR
acc_hr,Indirect Costs,Legal & Professional,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,2131.0,"£2,131",currency,P1_ACC:HR
acc_hr,Indirect Costs,Legal & Professional,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,3183.0,"£3,183",currency,P1_ACC:HR
acc_hr,Indirect Costs,Bad Debts,period,actual,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bad Debts,period,budget,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bad Debts,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bad Debts,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bank Charges/Currency Exch,period,actual,,202501,1,2025-04-26,590.0,£590,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bank Charges/Currency Exch,period,budget,,202501,1,2025-04-26,1000.0,"£1,000",currency,P1_ACC:HR
acc_hr,Indirect Costs,Bank Charges/Currency Exch,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,590.0,£590,currency,P1_ACC:HR
acc_hr,Indirect Costs,Bank Charges/Currency Exch,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,744.0,£744,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Motor Vehicles,period,actual,,202501,1,2025-04-26,530.0,£530,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Motor Vehicles,period,budget,,202501,1,2025-04-26,990.0,£990,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Motor Vehicles,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,530.0,£530,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Motor Vehicles,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,990.0,£990,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Fixture & Fittings,period,actual,,202501,1,2025-04-26,600.0,£600,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Fixture & Fittings,period,budget,,202501,1,2025-04-26,525.0,£525,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Fixture & Fittings,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,600.0,£600,currency,P1_ACC:HR
acc_hr,Indirect Costs,Depn - Fixture & Fittings,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,481.0,£481,currency,P1_ACC:HR
acc_hr,Indirect Costs,Disposals of Fixed Assets,period,actual,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Disposals of Fixed Assets,period,budget,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Disposals of Fixed Assets,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Disposals of Fixed Assets,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,0.0,£0,currency,P1_ACC:HR
acc_hr,Indirect Costs,Management Charges - Net,period,actual,,202501,1,2025-04-26,4340.0,"£4,340",currency,P1_ACC:HR
acc_hr,Indirect Costs,Management Charges - Net,period,budget,,202501,1,2025-04-26,4340.0,"£4,340",currency,P1_ACC:HR
acc_hr,Indirect Costs,Management Charges - Net,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,4340.0,"£4,340",currency,P1_ACC:HR
acc_hr,Indirect Costs,Management Charges - Net,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,4340.0,"£4,340",currency,P1_ACC:HR
acc_hr,Indirect Costs,Total,period,actual,,202501,1,2025-04-26,54824.0,"£54,824",currency,P1_ACC:HR
acc_hr,Indirect Costs,Total,period,budget,,202501,1,2025-04-26,51979.0,"£51,979",currency,P1_ACC:HR
acc_hr,Indirect Costs,Total,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,54824.0,"£54,824",currency,P1_ACC:HR
acc_hr,Indirect Costs,Total,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,53423.0,"£53,423",currency,P1_ACC:HR
acc_hr,Net Profit/(Loss),Total,period,actual,,202501,1,2025-04-26,-54824.0,"-£54,824",currency,P1_ACC:HR
acc_hr,Net Profit/(Loss),Total,period,budget,,202501,1,2025-04-26,-51979.0,"-£51,979",currency,P1_ACC:HR
acc_hr,Net Profit/(Loss),Total,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,-54824.0,"-£54,824",currency,P1_ACC:HR
acc_hr,Net Profit/(Loss),Total,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,-53423.0,"-£53,423",currency,P1_ACC:HR
acc_hr,Man KPI's,Mins per Inv,period,actual,,202501,1,2025-04-26,29.96,29.96,number,P1_ACC:HR
acc_hr,Man KPI's,Mins per Inv,period,budget,,202501,1,2025-04-26,24.61,24.61,number,P1_ACC:HR
acc_hr,Man KPI's,Mins per Inv,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,29.96,29.96,number,P1_ACC:HR
acc_hr,Man KPI's,Mins per Inv,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,30.55,30.55,number,P1_ACC:HR
acc_hr,Man KPI's,Cost per Pal (Arrival),period,actual,,202501,1,2025-04-26,2.49,£2.49,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Pal (Arrival),period,budget,,202501,1,2025-04-26,2.29,£2.29,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Pal (Arrival),cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,2.49,£2.49,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Pal (Arrival),cur_vs_last_ytd,last_year,,202501,1,2025-04-26,2.35,£2.35,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Total),period,actual,,202501,1,2025-04-26,38.5,£38.50,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Total),period,budget,,202501,1,2025-04-26,38.47,£38.47,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Total),cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,38.5,£38.50,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Total),cur_vs_last_ytd,last_year,,202501,1,2025-04-26,35.12,£35.12,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Wages),period,actual,,202501,1,2025-04-26,24.17,£24.17,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Wages),period,budget,,202501,1,2025-04-26,25.01,£25.01,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Wages),cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,24.17,£24.17,currency,P1_ACC:HR
acc_hr,Man KPI's,Cost per Hr (Wages),cur_vs_last_ytd,last_year,,202501,1,2025-04-26,23.36,£23.36,currency,P1_ACC:HR
con,Load - No,CH - Container - Dover,period,actual,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - Container - Dover,period,budget,,202501,1,2025-04-26,1.0,1,count,P1_CON
con,Load - No,CH - Container - Dover,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - Container - Dover,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1.0,1,count,P1_CON
con,Load - No,CH - Container - Felixstowe,period,actual,,202501,1,2025-04-26,3.0,3,count,P1_CON
con,Load - No,CH - Container - Felixstowe,period,budget,,202501,1,2025-04-26,1.0,1,count,P1_CON
con,Load - No,CH - Container - Felixstowe,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,3.0,3,count,P1_CON
con,Load - No,CH - Container - Felixstowe,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,1.0,1,count,P1_CON
con,Load - No,CH - Container - Gateway,period,actual,,202501,1,2025-04-26,137.0,137,count,P1_CON
con,Load - No,CH - Container - Gateway,period,budget,,202501,1,2025-04-26,48.0,48,count,P1_CON
con,Load - No,CH - Container - Gateway,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,137.0,137,count,P1_CON
con,Load - No,CH - Container - Gateway,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,48.0,48,count,P1_CON
con,Load - No,CH - Container - Southampton,period,actual,,202501,1,2025-04-26,12.0,12,count,P1_CON
con,Load - No,CH - Container - Southampton,period,budget,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - Container - Southampton,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,12.0,12,count,P1_CON
con,Load - No,CH - Container - Southampton,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - Container - Tilbury,period,actual,,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Load - No,CH - Container - Tilbury,period,budget,,202501,1,2025-04-26,6.0,6,count,P1_CON
con,Load - No,CH - Container - Tilbury,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Load - No,CH - Container - Tilbury,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,6.0,6,count,P1_CON
con,Load - No,CH - DP World,period,actual,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - DP World,period,budget,,202501,1,2025-04-26,3.0,3,count,P1_CON
con,Load - No,CH - DP World,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - DP World,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,3.0,3,count,P1_CON
con,Load - No,CH - Other,period,actual,,202501,1,2025-04-26,1.0,1,count,P1_CON
con,Load - No,CH - Other,period,budget,,202501,1,2025-04-26,41.0,41,count,P1_CON
con,Load - No,CH - Other,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,CH - Other,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Load - No,Total,period,actual,,202501,1,2025-04-26,173.0,173,count,P1_CON
con,Load - No,Total,period,budget,,202501,1,2025-04-26,99.0,99,count,P1_CON
con,Load - No,Total,cur_vs_last_ytd,cur_year,,202501,1,2025-04-26,173.0,173,count,P1_CON
con,Load - No,Total,cur_vs_last_ytd,last_year,,202501,1,2025-04-26,59.0,59,count,P1_CON
con,Vol - Pals,CH - Container - Dover - DF,period,actual,df,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Dover - DF,period,budget,df,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Vol - Pals,CH - Container - Dover - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Dover - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - DF,period,actual,df,202501,1,2025-04-26,60.0,60,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - DF,period,budget,df,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,60.0,60,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,20.0,20,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - DF,period,actual,df,202501,1,2025-04-26,2740.0,"2,740",count,P1_CON
con,Vol - Pals,CH - Container - Gateway - DF,period,budget,df,202501,1,2025-04-26,960.0,960,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,2740.0,"2,740",count,P1_CON
con,Vol - Pals,CH - Container - Gateway - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,960.0,960,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - DF,period,actual,df,202501,1,2025-04-26,240.0,240,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - DF,period,budget,df,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,240.0,240,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Tilbury - DF,period,actual,df,202501,1,2025-04-26,400.0,400,count,P1_CON
con,Vol - Pals,CH - Container - Tilbury - DF,period,budget,df,202501,1,2025-04-26,120.0,120,count,P1_CON
con,Vol - Pals,CH - Container - Tilbury - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,400.0,400,count,P1_CON
con,Vol - Pals,CH - Container - Tilbury - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,120.0,120,count,P1_CON
con,Vol - Pals,CH - DP World/Other - DF,period,actual,df,202501,1,2025-04-26,20.0,20,number,P1_CON
con,Vol - Pals,CH - DP World/Other - DF,period,budget,df,202501,1,2025-04-26,860.0,860,number,P1_CON
con,Vol - Pals,CH - DP World/Other - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,20.0,20,number,P1_CON
con,Vol - Pals,CH - DP World/Other - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,60.0,60,number,P1_CON
con,Vol - Pals,Sub-Total - DF,period,actual,df,202501,1,2025-04-26,3460.0,"3,460",number,P1_CON
con,Vol - Pals,Sub-Total - DF,period,budget,df,202501,1,2025-04-26,1980.0,"1,980",number,P1_CON
con,Vol - Pals,Sub-Total - DF,cur_vs_last_ytd,cur_year,df,202501,1,2025-04-26,3460.0,"3,460",number,P1_CON
con,Vol - Pals,Sub-Total - DF,cur_vs_last_ytd,last_year,df,202501,1,2025-04-26,1180.0,"1,180",number,P1_CON
con,Vol - Pals,CH - Container - Dover - PW,period,actual,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Dover - PW,period,budget,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Dover - PW,cur_vs_last_ytd,cur_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Dover - PW,cur_vs_last_ytd,last_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - PW,period,actual,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - PW,period,budget,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - PW,cur_vs_last_ytd,cur_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Felixstowe - PW,cur_vs_last_ytd,last_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - PW,period,actual,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - PW,period,budget,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - PW,cur_vs_last_ytd,cur_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Gateway - PW,cur_vs_last_ytd,last_year,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - PW,period,actual,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
con,Vol - Pals,CH - Container - Southampton - PW,period,budget,pw,202501,1,2025-04-26,0.0,0,count,P1_CON
